"Mês/Ano";"Tipo";"Tipo de Favorecido";"UF";"Nome do Favorecido";"CPF/CNPJ";"Município";"Função";"Programa Orçamentário";"Ação Orçamentária";"Linguagem Cidadã";"Valor Transferido";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"03.904.395/0001-45";"JABOATÃO DOS GUARARAPES";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"2.135.901,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.941.724/0001-00";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.387,43";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"08.412.460/0001-39";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.334,90";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCACAO";"01.931.771/0001-65";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.570,67";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA BANCO ESCOLAR MAE OUTRA";"25.344.311/0001-07";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.643,38";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR VEREADOR JOSE MENDES DE LIMA";"01.980.033/0001-08";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.412,54";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.695/0001-54";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.831,01";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO INTEGRACAO";"03.262.677/0001-96";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.705,23";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATIVO";"02.000.294/0001-87";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.222,06";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR ALMIR OLIMPIO ALVES";"16.637.439/0001-60";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.141,57";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR CAIC NORMA COELHO";"02.003.823/0001-04";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.470,77";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.943.607/0001-78";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.900,64";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SANTA CATHERINE LABOURE";"06.935.967/0001-41";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.924,44";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL UBALDINO FIGUEIROA";"07.524.497/0001-96";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.429,10";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR ALTO SOL NASCENTE";"01.994.378/0001-10";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.212,74";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCACAO";"01.931.769/0001-96";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.160,98";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PROF. MARIO MATOS";"01.929.593/0001-38";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.651,93";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.954.818/0001-06";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.678,58";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.595.805/0001-74";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.740,43";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA AMILCAR DA MOTA VALENCA";"33.432.743/0001-90";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.017,87";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA CANDIDA DE ANDRADE MACIEL";"04.762.674/0001-84";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.114,15";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.696/0001-07";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.999,23";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR UNIDADE DE SERVICO INTEGRADO";"03.363.588/0001-36";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.251,56";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR DEOCLECIANO MONTEIRO GUEDES";"07.545.919/0001-00";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.627,59";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA MUNICIPAL SANTA TEREZA";"07.282.011/0001-50";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.050,99";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CENTRO SOCIAL MONSENHOR CALLOU";"11.461.076/0001-30";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.005,70";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR AUGUSTO PEREIRA JUNIOR";"03.231.502/0001-11";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.908,65";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"05.218.587/0001-23";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.723,10";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA EUNICE FELIX SILVA";"21.565.522/0001-00";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.073,25";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR MONSENHOR FABRICIO";"01.957.938/0001-67";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.017,10";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR ROTARY DE OLINDA";"01.980.030/0001-74";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.976,20";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"05.249.280/0001-90";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.477,24";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR ARTUR BRASILIENSE MAIA";"01.929.588/0001-25";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.966,88";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARLUCIA EVANGELISTA DE SOUZA";"27.507.665/0001-42";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.002,85";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR FRANCINO ALBINO DA SILVA";"03.180.441/0001-00";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.608,18";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR ANALIA DE SOUZA SANTOS";"03.180.307/0001-00";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.588,77";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"08.102.571/0001-49";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.018,64";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA MUNICIPAL HELIO FERREIRA MAIA";"07.032.257/0001-74";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.332,82";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR PROFESSORA JOANA SENA";"01.980.029/0001-40";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.656,32";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR DR.MANOEL BORBA";"02.003.544/0001-32";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.199,80";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR DR.JOSE MARIANO";"01.957.932/0001-90";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.928,06";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"06.914.894/0001-01";"PETROLINA";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"354.024,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.672/0001-90";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.708,08";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"11.113.645/0001-57";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.517,60";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA CRECHE MUNICIPAL PROFESSORA MARIA RITA LINS MARTINS";"33.595.698/0001-94";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.433,49";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.939.000/0001-14";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.876,30";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Empresariais Privadas";"PE";"NEUROBOTS PESQUISA E DESENVOLVIMENTO LTDA";"24.052.658/0001-05";"RECIFE";"Ciência e Tecnologia";"TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"241.384,00";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"11.371.082/0001-05";"CARUARU";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"1.016.127,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.756/0001-83";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.085,42";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR BATISTA DA ESPERANCA";"03.180.465/0001-60";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.530,54";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR MANOEL CORREIA EVANGELISTA";"01.929.577/0001-45";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.746,90";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR JOAO PAULO GOMES SANTIAGO";"10.487.193/0001-00";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.769,93";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.783/0001-05";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.953,94";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS";"24.563.880/0001-72";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.859,74";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA MARIA AURINEIDE MARTINS ACIOLI";"32.963.913/0001-08";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.433,49";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR SILVIO ROMERO VIEIRA";"32.749.936/0001-06";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.958,87";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR";"26.192.282/0001-60";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.316,26";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SAO CAMILO";"01.929.584/0001-47";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.740,43";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI SILVIA MARIA DE OLIVEIRA";"28.580.513/0001-38";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.384,58";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATIVO";"03.206.374/0001-56";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.951,09";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.776/0001-03";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.439,19";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.779/0001-39";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.843,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR REUNIDAS OSCAR FRANCISCO DA SILVA";"07.545.927/0001-56";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.640,53";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCACAO-CISE";"01.940.800/0001-55";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.978,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"08.169.386/0001-71";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.944,62";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR - EMPLEBP";"07.515.347/0001-16";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.027,96";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"11.101.070/0001-52";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.588,77";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA BANCO ESCOLAR BEZERRA DE MENEZES";"17.047.877/0001-30";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.145,19";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR LIONS DIRCEU VELOSO";"01.991.780/0001-41";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.478,01";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.816.056/0001-68";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.765,54";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JULIAO CAPITO FILHO";"01.929.586/0001-36";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.245,09";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR ALBERTO TORRES";"01.957.936/0001-78";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.613,88";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR ABILIO CAMILO VALENCA";"03.180.294/0001-79";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.452,90";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.757/0001-79";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.517,60";
